EnsemblID	GeneID	count
ENSG00000161243	126433	8
ENSG00000161249	93099	28
ENSG00000161265	199746	16
ENSG00000161267	622	83
ENSG00000161270	4868	1649
ENSG00000161277	199745	769
ENSG00000161281	1346	52
ENSG00000161298	84911	75
ENSG00000161551	84765	12
ENSG00000161847	125950	28
ENSG00000161888	147841	56
ENSG00000161914	115950	2
ENSG00000163347	9076	2144
ENSG00000163872	55689	32
ENSG00000163882	5437	31
ENSG00000163888	94032	15
ENSG00000163898	200879	312
ENSG00000163900	90407	4
ENSG00000163904	59343	150
ENSG00000163918	5984	108
ENSG00000163923	116832	19
ENSG00000163958	131540	19
ENSG00000163959	200931	103
ENSG00000163960	26043	30
ENSG00000163961	165918	250
ENSG00000163964	54965	11
ENSG00000163975	4241	529
ENSG00000165168	1536	2776
ENSG00000165169	6990	32
ENSG00000165175	58526	24
ENSG00000165355	254170	10
ENSG00000165359	203522	7
ENSG00000165370	83550	69
ENSG00000165379	145581	25
ENSG00000165389	171546	14
ENSG00000165409	7253	4716
ENSG00000165410	1073	98
ENSG00000165417	2957	223
ENSG00000165496	140801	10
ENSG00000165501	122769	24
ENSG00000165502	6166	8
ENSG00000165506	55172	34
ENSG00000165509	139081	32
ENSG00000165516	23588	61
ENSG00000165521	161436	4
ENSG00000165525	9147	31
ENSG00000165527	382	824
ENSG00000165533	123016	51
ENSG00000165548	57156	39
ENSG00000165553	58157	452
ENSG00000165555	122945	1
ENSG00000165588	5015	478
ENSG00000165591	158584	25
ENSG00000165617	51339	96
ENSG00000165675	10495	65
ENSG00000165694	90167	108
ENSG00000165704	3251	2926
ENSG00000165762	390431	1
ENSG00000165782	90809	17
ENSG00000165792	64745	10
ENSG00000165794	29986	91
ENSG00000165795	57447	304
ENSG00000165799	84659	160
ENSG00000165801	55701	31
ENSG00000165804	51222	14
ENSG00000165807	145376	3
ENSG00000165819	56339	3629
ENSG00000165821	6297	72
ENSG00000165861	53349	77
ENSG00000165898	122961	51
ENSG00000165905	120071	18
ENSG00000165912	29763	24
ENSG00000165914	145567	13
ENSG00000165915	91252	24
ENSG00000165916	5702	59
ENSG00000165917	5913	331
ENSG00000165923	79841	255
ENSG00000165929	123036	22
ENSG00000165934	53981	38
ENSG00000165943	64112	183
ENSG00000165948	122509	6
ENSG00000165949	3429	1043
ENSG00000165953	145264	542
ENSG00000165959	79789	16
ENSG00000166016	25841	4
ENSG00000166090	64806	933
ENSG00000166091	116173	37
ENSG00000166126	81693	83
ENSG00000166165	1152	758
ENSG00000166166	115708	32
ENSG00000166170	9529	52
ENSG00000166181	8539	78
ENSG00000166183	374569	529
ENSG00000166199	221120	132
ENSG00000166206	2562	292
ENSG00000166289	79156	27
ENSG00000166326	54765	95
ENSG00000166349	5896	1128
ENSG00000166352	119710	9
ENSG00000166359	126248	2
ENSG00000166398	9710	2
ENSG00000166428	122618	29
ENSG00000167378	126298	3
ENSG00000167380	7769	3
ENSG00000167384	7733	5
ENSG00000167414	94235	15
ENSG00000167554	162963	5
ENSG00000167555	84436	6
ENSG00000167562	55762	2
ENSG00000167565	29946	18
ENSG00000167578	53916	26
ENSG00000167595	148137	2
ENSG00000167600	29785	75
ENSG00000167601	558	2009
ENSG00000167604	84807	38
ENSG00000167608	147798	34
ENSG00000167613	3903	255
ENSG00000167614	57348	36
ENSG00000167615	114823	7
ENSG00000167617	148170	15
ENSG00000167618	3904	61
ENSG00000167619	284339	1
ENSG00000167625	116115	5
ENSG00000167637	284349	3
ENSG00000167641	94274	172
ENSG00000167642	10653	213
ENSG00000167644	64073	28
ENSG00000167645	90522	12
ENSG00000167646	352909	29
ENSG00000167685	55311	13
ENSG00000167766	55769	4
ENSG00000168175	93487	12
ENSG00000168229	5729	1574
ENSG00000168282	4247	93
ENSG00000168333	492307	1
ENSG00000168348	84684	114
ENSG00000168350	123099	20
ENSG00000168398	624	1358
ENSG00000168661	90075	6
ENSG00000168813	22847	6
ENSG00000168952	29091	26
ENSG00000169021	7386	118
ENSG00000169059	51481	29
ENSG00000169208	26533	2
ENSG00000169327	390445	1
ENSG00000169385	6036	621
ENSG00000169397	6037	2910
ENSG00000169413	6039	44
ENSG00000169446	93380	2
ENSG00000169484	122740	769
ENSG00000169488	81127	3
ENSG00000169515	83987	59
ENSG00000169519	196074	11
ENSG00000169550	143662	85
ENSG00000169575	7441	159
ENSG00000170054	327657	46
ENSG00000170099	866	1023
ENSG00000170270	84520	10
ENSG00000170345	2353	11654
ENSG00000170348	10972	97
ENSG00000170468	79697	22
ENSG00000170604	26145	12
ENSG00000170608	3171	112
ENSG00000170619	28991	15
ENSG00000170631	7564	7
ENSG00000170684	162979	17
ENSG00000170779	55038	46
ENSG00000170889	6203	55
ENSG00000170892	79042	15
ENSG00000170906	4696	63
ENSG00000170909	126014	191
ENSG00000170946	120526	13
ENSG00000170949	90338	9
ENSG00000170954	55786	14
ENSG00000170956	1084	17173
ENSG00000170959	341019	13
ENSG00000170965	10761	102
ENSG00000171004	90161	43
ENSG00000171049	2358	851
ENSG00000171051	2357	1781
ENSG00000171054	347468	6
ENSG00000171155	29071	133
ENSG00000171161	79894	2
ENSG00000171163	55657	35
ENSG00000171291	90594	4
ENSG00000171295	126070	4
ENSG00000171365	1184	391
ENSG00000171388	8862	1437
ENSG00000171425	51545	2
ENSG00000171433	392465	1
ENSG00000171443	147807	2
ENSG00000171466	54811	2
ENSG00000171469	93134	4
ENSG00000171487	126206	118
ENSG00000171489	389852	7
ENSG00000171649	284307	12
ENSG00000171657	27197	7
ENSG00000171659	2857	64
ENSG00000171723	10243	432
ENSG00000171747	3960	1536
ENSG00000171777	115727	25
ENSG00000171804	83889	5
ENSG00000171817	163255	7
ENSG00000171827	148268	2
ENSG00000172061	131578	91
ENSG00000172208	119764	3
ENSG00000172247	114900	31
ENSG00000172578	89857	40
ENSG00000172590	122704	12
ENSG00000172717	161142	5
ENSG00000173275	203523	7
ENSG00000173431	122665	7
ENSG00000173464	122651	5
ENSG00000173572	126204	12
ENSG00000173581	29903	8
ENSG00000173809	91646	5
ENSG00000173928	126074	10
ENSG00000173950	152002	20
ENSG00000174004	375387	14
ENSG00000174007	84984	14
ENSG00000174013	200933	54
ENSG00000174373	253959	41
ENSG00000174450	283685	16
ENSG00000174460	170261	20
ENSG00000174521	148014	1
ENSG00000174652	10781	24
ENSG00000174667	125958	17
ENSG00000175077	132112	13
ENSG00000175097	5897	896
ENSG00000175104	7189	1814
ENSG00000175137	80851	3
ENSG00000175143	26696	769
ENSG00000175166	5708	111
ENSG00000175182	131408	3
ENSG00000175193	55486	102
ENSG00000175213	79797	33
ENSG00000175216	9793	155
ENSG00000175220	392	465
ENSG00000175224	9776	241
ENSG00000175264	8534	47
ENSG00000175274	9537	22
ENSG00000175395	219749	6
ENSG00000175556	79836	1
ENSG00000175619	119765	2
ENSG00000175699	256369	1
ENSG00000175785	145270	140
ENSG00000175985	400224	2
ENSG00000176024	79898	769
ENSG00000176102	1479	37
ENSG00000176148	55346	2
ENSG00000176153	2877	333
ENSG00000176165	2290	654
ENSG00000176182	339344	5
ENSG00000176198	390442	2
ENSG00000176219	122748	1
ENSG00000176222	100505715	1
ENSG00000176222	342908	5
ENSG00000176230	390436	769
ENSG00000176246	122742	1
ENSG00000176253	390433	769
ENSG00000176281	79317	1
ENSG00000176290	283617	769
ENSG00000176294	390429	3
ENSG00000176299	441670	7
ENSG00000176396	163126	23
ENSG00000176401	126272	769
ENSG00000176435	161198	44
ENSG00000176438	161176	26
ENSG00000176472	284346	2
ENSG00000176473	79446	2
ENSG00000176531	653583	3
ENSG00000176540	79346	1
ENSG00000176547	256144	2
ENSG00000176555	256148	1
ENSG00000176567	390113	2
ENSG00000176597	84002	40
ENSG00000176697	627	16169
ENSG00000176894	5827	14
ENSG00000176903	9240	90
ENSG00000176915	23141	29
ENSG00000176971	387758	10
ENSG00000177045	147912	80
ENSG00000177051	23403	4
ENSG00000177084	5426	27
ENSG00000177108	283576	6
ENSG00000177174	127066	769
ENSG00000177186	391196	1
ENSG00000177191	374907	34
ENSG00000177383	64110	8
ENSG00000177464	2828	123
ENSG00000177485	10009	37
ENSG00000177558	148109	3
ENSG00000177599	126069	769
ENSG00000178084	170572	32
ENSG00000178201	57191	11
ENSG00000178229	125919	3
ENSG00000178386	7766	3
ENSG00000178732	2814	1041
ENSG00000178772	1370	42
ENSG00000178904	147991	10
ENSG00000178934	653499	27
ENSG00000178947	399668	27
ENSG00000178974	55030	4
ENSG00000178982	27335	108
ENSG00000179008	317761	13
ENSG00000179134	55095	14
ENSG00000179168	199720	29
ENSG00000179222	9500	90
ENSG00000179241	143458	25
ENSG00000179364	23241	82
ENSG00000179431	24147	29
ENSG00000179454	54813	1
ENSG00000179455	7681	192
ENSG00000179476	122525	9
ENSG00000179542	139065	17
ENSG00000179600	122876	456
ENSG00000179627	100128927	3
ENSG00000179636	122664	25
ENSG00000179709	126205	8
ENSG00000179751	342898	26
ENSG00000179820	91663	32
ENSG00000179841	9495	209
ENSG00000179846	284353	2
ENSG00000179873	204801	22
ENSG00000179922	147808	1
ENSG00000179933	55017	3
ENSG00000179943	84922	5
ENSG00000179954	284297	11
ENSG00000180008	122809	54
ENSG00000180043	284418	3
ENSG00000180061	284417	11
ENSG00000180089	255043	8
ENSG00000180182	9282	53
ENSG00000180210	2147	42834
ENSG00000180257	125893	14
ENSG00000180370	5062	476
ENSG00000180423	283254	1
ENSG00000180479	51276	3
ENSG00000180611	151963	7
ENSG00000180720	1132	52
ENSG00000180739	53637	202
ENSG00000180772	186	411
ENSG00000180834	79929	8
ENSG00000180884	126375	5
ENSG00000180998	283554	1
ENSG00000181007	284406	15
ENSG00000181027	79147	270
ENSG00000181092	9370	18425
ENSG00000181392	163183	14
ENSG00000181552	64184	15
ENSG00000181562	10876	26
ENSG00000181619	64582	12
ENSG00000181666	284459	11
ENSG00000181803	341799	2
ENSG00000181830	55343	46
ENSG00000182013	55228	769
ENSG00000182107	161291	20
ENSG00000182111	441234	3
ENSG00000182185	5890	301
ENSG00000182195	23641	51
ENSG00000182218	84439	7
ENSG00000182220	10159	646
ENSG00000182255	3739	288
ENSG00000182256	2567	63
ENSG00000182393	282618	679
ENSG00000182400	122553	17
ENSG00000182472	147968	9
ENSG00000182512	51218	116
ENSG00000182521	387332	98
ENSG00000182545	338879	6
ENSG00000182580	2049	148
ENSG00000182583	26609	34
ENSG00000182636	4692	189
ENSG00000182652	441669	12
ENSG00000182732	9628	89
ENSG00000182809	1397	84
ENSG00000182870	50614	22
ENSG00000182872	8241	208
ENSG00000182899	6165	66
ENSG00000182979	9112	508
ENSG00000182986	162967	3
ENSG00000183032	89874	34
ENSG00000183092	57596	11
ENSG00000183337	54880	676
ENSG00000183379	646658	3
ENSG00000183401	126075	2
ENSG00000183434	51270	104
ENSG00000183484	29933	137
ENSG00000183576	84193	66
ENSG00000183597	128989	42
ENSG00000183631	100130613	1
ENSG00000183647	348327	2
ENSG00000183648	4707	17
ENSG00000183690	80258	18
ENSG00000183709	282616	260
ENSG00000183760	390928	4
ENSG00000183773	150209	24
ENSG00000183828	256281	16
ENSG00000183918	4068	1066
ENSG00000184058	6899	1061
ENSG00000184113	7122	1005
ENSG00000184203	5504	83
ENSG00000184302	4990	118
ENSG00000184304	5587	864
ENSG00000184394	390437	769
ENSG00000184436	80764	14
ENSG00000184470	10587	246
ENSG00000184601	400258	6
ENSG00000184635	81931	9
ENSG00000184702	5413	117
ENSG00000184785	644538	2
ENSG00000184887	90135	6
ENSG00000184916	3714	341
ENSG00000184937	7490	5024
ENSG00000184990	10572	78
ENSG00000185024	2972	136
ENSG00000185070	23768	52
ENSG00000185100	122622	20
ENSG00000185112	131583	9
ENSG00000185215	7127	102
ENSG00000185246	55015	9
ENSG00000185271	123103	4
ENSG00000185347	283643	2
ENSG00000185559	8788	1040
ENSG00000185567	113146	78
ENSG00000185608	64976	14
ENSG00000185621	89782	254
ENSG00000185650	677	146
ENSG00000185753	159013	2
ENSG00000185792	338321	28
ENSG00000185798	348793	3
ENSG00000185800	1762	14
ENSG00000185823	23742	13
ENSG00000185838	54584	26
ENSG00000185869	374899	769
ENSG00000185897	2865	239
ENSG00000185947	10308	19
ENSG00000186001	84859	2
ENSG00000186017	84924	4
ENSG00000186020	57711	4
ENSG00000186026	342909	3
ENSG00000186038	285242	34
ENSG00000186090	200909	20
ENSG00000186136	353164	9
ENSG00000186230	388567	2
ENSG00000186272	7565	4
ENSG00000186297	2558	108
ENSG00000186326	388531	25
ENSG00000186376	7626	3
ENSG00000186416	55922	184
ENSG00000186469	54331	49
ENSG00000186471	158798	2
ENSG00000186567	56971	11
ENSG00000186648	90668	7
ENSG00000186714	493860	3
ENSG00000186787	474343	1
ENSG00000186818	11006	238
ENSG00000186838	348303	20
ENSG00000186910	256394	12
ENSG00000187068	285382	3
ENSG00000187097	957	99
ENSG00000187105	399671	4
ENSG00000187116	353514	53
ENSG00000187135	342865	8
ENSG00000187187	339327	1
ENSG00000187244	4059	136
ENSG00000187266	2057	1575
ENSG00000187474	2359	120
ENSG00000187479	387763	28
ENSG00000187516	25763	2
ENSG00000187527	344905	8
ENSG00000187550	646643	6
ENSG00000187581	341947	6
ENSG00000187630	317749	9
ENSG00000187682	3266	75
ENSG00000187690	340602	14
ENSG00000187790	57697	270
ENSG00000187808	347454	2
ENSG00000187848	22953	57
ENSG00000187902	729956	6
ENSG00000187905	400891	2
ENSG00000187994	126432	4
ENSG00000188001	285386	23
ENSG00000188227	390927	5
ENSG00000188283	163087	3
ENSG00000188293	374918	17
ENSG00000188321	84527	1
ENSG00000188368	284338	1
ENSG00000188425	339345	47
ENSG00000188488	5104	359
ENSG00000188493	284325	769
ENSG00000188505	342897	17
ENSG00000188508	388533	20
ENSG00000188624	388555	2
ENSG00000188629	7730	10
ENSG00000188655	390443	9
ENSG00000188706	51114	64
ENSG00000188729	344901	79
ENSG00000188766	399473	17
ENSG00000188785	147694	769
ENSG00000188937	60506	151
ENSG00000188958	257313	77
ENSG00000189001	374897	48
ENSG00000189037	63904	3
ENSG00000189042	163081	769
ENSG00000189058	347	560
ENSG00000189068	284415	36
ENSG00000189114	388552	21
ENSG00000189139	84075	9
ENSG00000189144	126231	5
ENSG00000189164	84503	1
ENSG00000189180	7581	9
ENSG00000189181	401994	3
ENSG00000189190	162966	2
ENSG00000189221	4128	3079
ENSG00000189252	139067	769
ENSG00000189326	441525	1
ENSG00000189369	23708	26
ENSG00000189377	284340	117
ENSG00000196083	3556	312
ENSG00000196109	163223	15
ENSG00000196110	374879	15
ENSG00000196136	12	2125
ENSG00000196150	58500	5
ENSG00000196172	148213	4
ENSG00000196214	90321	1
ENSG00000196218	6261	1848
ENSG00000196235	6829	153
ENSG00000196263	57573	19
ENSG00000196267	162962	4
ENSG00000196268	284443	4
ENSG00000196361	1995	111
ENSG00000196368	55190	33
ENSG00000196378	80778	5
ENSG00000196387	7699	3
ENSG00000196405	51466	76
ENSG00000196406	64648	2
ENSG00000196437	148266	28
ENSG00000196458	100289635	1
ENSG00000196497	79711	38
ENSG00000196553	440184	2
ENSG00000196605	162993	769
ENSG00000196605	100505555	769
ENSG00000196646	7695	5
ENSG00000196663	9895	28
ENSG00000196666	399888	7
ENSG00000196757	90592	4
ENSG00000196792	29966	37
ENSG00000196832	390439	769
ENSG00000196860	387990	2
ENSG00000196867	140612	2
ENSG00000196943	161424	10
ENSG00000196944	127074	2
ENSG00000196967	199704	1
ENSG00000196972	644596	3
ENSG00000196998	11152	161
ENSG00000197013	353088	9
ENSG00000197016	388566	9
ENSG00000197019	29950	59
ENSG00000197020	163227	4
ENSG00000197044	126068	3
ENSG00000197045	2764	160
ENSG00000197050	147923	22
ENSG00000197054	284390	1530
ENSG00000197102	1778	234
ENSG00000197110	282617	1967
ENSG00000197119	123096	14
ENSG00000197124	91120	5
ENSG00000197128	400720	3
ENSG00000197134	113835	3
ENSG00000197213	342933	2
ENSG00000197249	5265	9858
ENSG00000197256	25959	33
ENSG00000197324	26020	48
ENSG00000197360	148198	3
ENSG00000197363	340385	4
ENSG00000197380	147906	27
ENSG00000197405	728	4316
ENSG00000197406	1735	366
ENSG00000197408	1555	6055
ENSG00000197446	1572	88
ENSG00000197483	89887	5
ENSG00000197487	85569	102
ENSG00000197555	26037	17
ENSG00000197608	284371	769
ENSG00000197616	4624	877
ENSG00000197619	284370	3
ENSG00000197647	163059	6
ENSG00000197714	10794	17
ENSG00000197776	122773	6
ENSG00000197779	347344	16
ENSG00000197782	284323	4
ENSG00000197808	92283	6
ENSG00000197838	1553	210
ENSG00000197841	339318	2
ENSG00000197863	388536	1
ENSG00000197870	5544	102
ENSG00000197930	30001	223
ENSG00000197933	55552	7
ENSG00000197935	282890	9
ENSG00000197951	58491	17
ENSG00000197961	7675	6
ENSG00000198003	115948	11
ENSG00000198021	30014	41
ENSG00000198028	147741	4
ENSG00000198033	7278	11
ENSG00000198040	7637	5
ENSG00000198046	63934	58
ENSG00000198093	65251	8
ENSG00000198104	254879	1
ENSG00000198105	57209	18
ENSG00000198133	161145	6
ENSG00000198169	90987	6
ENSG00000198182	84775	1
ENSG00000198208	83694	8
ENSG00000198252	6815	25
ENSG00000198258	59286	40
ENSG00000198300	5178	298
ENSG00000198354	340578	3
ENSG00000198393	7574	9
ENSG00000198398	131920	9
ENSG00000198429	7620	8
ENSG00000198440	147949	4
ENSG00000198453	374900	5
ENSG00000198464	147657	6
ENSG00000198471	344892	3
ENSG00000198482	388558	5
ENSG00000198513	51062	534
ENSG00000198521	7594	13
ENSG00000198538	7576	5
ENSG00000198551	199692	6
ENSG00000198554	11169	80
ENSG00000198573	64663	14
ENSG00000198597	9745	17
ENSG00000198604	11177	79
ENSG00000198633	147658	1
ENSG00000198668	801	8701
ENSG00000198689	10479	135
ENSG00000198718	23116	18
ENSG00000198732	64093	330
ENSG00000198752	9578	43
ENSG00000198805	4860	1238
ENSG00000198807	5083	324
ENSG00000198836	4976	1256
ENSG00000198889	139170	7
ENSG00000198894	85457	9
ENSG00000198918	6170	29
ENSG00000203485	64423	185
ENSG00000203618	2812	194
ENSG00000203926	728712	2
ENSG00000203933	347487	2
ENSG00000203950	26071	1
ENSG00000203952	347475	1
ENSG00000204019	203413	48
ENSG00000204524	390980	1
ENSG00000204532	649137	1
ENSG00000204577	11025	124
ENSG00000204583	100507055	769
ENSG00000204604	90333	8
ENSG00000204611	90317	1
ENSG00000204701	442186	6
ENSG00000204702	442185	769
ENSG00000204703	442184	3
ENSG00000204704	26692	11
ENSG00000204713	5987	409
ENSG00000204851	57469	769
ENSG00000204866	147920	29
ENSG00000204869	444882	1
ENSG00000204920	7711	3
ENSG00000204936	57126	896
ENSG00000204978	100170765	1
ENSG00000205076	3963	195
ENSG00000205126	390110	1
ENSG00000205138	644096	29
ENSG00000205155	55851	262
ENSG00000205177	100131378	769
ENSG00000205209	284402	2
ENSG00000205213	55366	201
ENSG00000205436	91828	4
ENSG00000205476	317762	10
ENSG00000205517	57139	25
ENSG00000205659	91750	22
ENSG00000205667	347527	620
ENSG00000205683	8110	41
ENSG00000205835	647309	26
ENSG00000205978	57523	11
ENSG00000206150	440163	16
ENSG00000206190	57194	57
ENSG00000206203	23617	27
ENSG00000211448	1734	485
ENSG00000212124	259294	16
ENSG00000212126	259296	18
ENSG00000212127	50840	184
ENSG00000212127	106707243	769
ENSG00000212747	441518	769
ENSG00000213015	51157	38
ENSG00000213020	81856	8
ENSG00000213096	9534	4
ENSG00000213123	255758	14
ENSG00000213139	1427	99
ENSG00000213145	1396	125
ENSG00000213231	9623	21
ENSG00000213339	81890	95
ENSG00000213463	55333	66
ENSG00000213619	4722	78
ENSG00000213741	6235	53
ENSG00000213793	388559	769
ENSG00000213889	147699	5
ENSG00000213892	388551	11
ENSG00000213903	1241	415
ENSG00000213906	56413	177
ENSG00000213920	145553	31
ENSG00000213921	342900	34
ENSG00000213928	10379	809
ENSG00000213965	390916	7
ENSG00000213967	730087	4
ENSG00000213983	8906	18
ENSG00000213988	7643	12
ENSG00000214029	101060200	769
ENSG00000214097	255798	5
ENSG00000214160	10195	72
ENSG00000214212	255809	769
ENSG00000214274	283	1579
ENSG00000214943	2856	4
ENSG00000215012	79680	123
ENSG00000215274	102724473	3
ENSG00000215277	100507650	4
ENSG00000215301	1654	696
ENSG00000215612	3166	27
ENSG00000216588	147710	4
ENSG00000218891	163033	3
ENSG00000220201	100125288	2
ENSG00000221874	100529240	769
ENSG00000221923	400713	9
ENSG00000221946	53822	11
ENSG00000221977	26686	1
ENSG00000221994	57232	3
ENSG00000222028	122706	23
ENSG00000223547	284391	4
ENSG00000223591	389857	2
ENSG00000223638	342931	7
ENSG00000224107	100129515	769
ENSG00000224109	347549	769
ENSG00000224659	729396	2
ENSG00000226174	647310	2
ENSG00000226761	259292	33
ENSG00000226763	100170229	769
ENSG00000227051	56967	9
ENSG00000227234	728695	27
ENSG00000227729	647286	4
ENSG00000229292	729974	769
ENSG00000229674	115482686	769
ENSG00000229676	57615	6
ENSG00000230657	5545	11
ENSG00000230707	389895	1
ENSG00000231274	100130827	3
ENSG00000231887	5554	102
ENSG00000232070	643382	769
ENSG00000232119	28985	56
ENSG00000233493	388564	1
ENSG00000234409	388849	1
ENSG00000234465	390940	3
ENSG00000234776	143678	4
ENSG00000234906	344	1247
ENSG00000235194	90673	2
ENSG00000237440	100129842	3
ENSG00000237452	388553	2
ENSG00000237521	26648	2
ENSG00000238205	347411	3
ENSG00000239382	84964	6
ENSG00000239961	23547	51
ENSG00000239998	11027	42
ENSG00000241973	5297	92
ENSG00000242019	115653	100
ENSG00000242259	128977	769
ENSG00000243207	692312	769
ENSG00000243279	11230	27
ENSG00000243772	3804	529
ENSG00000244165	5032	162
ENSG00000244405	2119	258
ENSG00000244482	79168	45
ENSG00000245680	92285	4
ENSG00000245848	1050	4301
ENSG00000247077	192111	191
ENSG00000248098	593	665
ENSG00000248385	441864	6
ENSG00000249115	23354	4
ENSG00000249861	148003	229
ENSG00000250366	100507043	14
ENSG00000250423	57481	6
ENSG00000250799	58510	22
ENSG00000251192	641339	19
ENSG00000251247	25850	3
ENSG00000251369	162972	769
ENSG00000253548	152138	45
ENSG00000254004	339324	3
ENSG00000254505	29082	89
ENSG00000254585	54551	142
ENSG00000254656	388015	95
ENSG00000255374	259289	26
ENSG00000255526	100528064	769
ENSG00000255582	26534	769
ENSG00000255804	79549	769
ENSG00000255837	259295	9
ENSG00000256053	84334	30
ENSG00000256060	10597	5
ENSG00000256087	9668	5
ENSG00000256188	259293	2
ENSG00000256223	7556	39
ENSG00000256229	90649	6
ENSG00000256294	7768	5
ENSG00000256436	259290	16
ENSG00000256537	100129361	3
ENSG00000256683	59348	54
ENSG00000257103	26065	46
ENSG00000257365	2342	22
ENSG00000257446	729747	3
ENSG00000257520	253970	122
ENSG00000257591	90589	4
ENSG00000257704	255783	2
ENSG00000258289	91612	15
ENSG00000258405	147660	1
ENSG00000258436	493901	3
ENSG00000258597	390502	431
ENSG00000258643	100529063	769
ENSG00000258644	100529257	769
ENSG00000258818	6038	47
ENSG00000258873	503835	16
ENSG00000258986	388021	1
ENSG00000259431	79178	30
ENSG00000259823	646627	8
ENSG00000261221	100507290	4
ENSG00000261857	8190	262
ENSG00000262484	643669	4
ENSG00000263002	10780	16
ENSG00000266964	5348	182
ENSG00000267041	342892	769
ENSG00000267467	346	64
ENSG00000267508	26974	2
ENSG00000267534	9294	549
ENSG00000267673	112812	41
ENSG00000267680	7767	33
ENSG00000267710	100506374	769
ENSG00000267796	55957	17
ENSG00000267909	56936	9
ENSG00000268041	390937	1
ENSG00000268104	11254	138
ENSG00000268182	147670	769
ENSG00000268696	646864	769
ENSG00000268940	541466	36
ENSG00000268964	100271846	6
ENSG00000268988	494119	2
ENSG00000269190	115290	15
ENSG00000269313	79917	2
ENSG00000269526	147664	6
ENSG00000269699	23619	15
ENSG00000269825	122539214	769
ENSG00000270011	100529215	769
ENSG00000270170	152217	3
ENSG00000272333	9757	433
ENSG00000272395	101180976	208
ENSG00000273111	147719	105
ENSG00000273173	8926	75
ENSG00000273749	23191	137
ENSG00000273777	125931	5
ENSG00000273820	389856	23
ENSG00000273976	283767	769
ENSG00000274274	645051	1
ENSG00000274588	139189	23
ENSG00000275004	140883	5
ENSG00000275183	94059	6
ENSG00000275395	8857	120
ENSG00000275778	100533464	769
ENSG00000275835	114791	58
ENSG00000276240	26687	769
ENSG00000276380	389898	4
ENSG00000277531	110806277	769
ENSG00000277535	727838	769
ENSG00000278318	7772	2
ENSG00000282419	100132015	2
ENSG00000282815	100129520	2
ENSG00000283071	107984640	769
ENSG00000283093	441495	2
ENSG00000283567	111064650	769
ENSG00000283632	90332	23
ENSG00000283644	110806299	769
ENSG00000283654	100128908	769
ENSG00000283758	111216276	769
ENSG00000284130	113691	1
ENSG00000284753	110599564	769
ENSG00000284874	100526833	769
ENSG00000284917	110599583	769
ENSG00000285938	122526776	769
ENSG00000286025	117134596	769
ENSG00000288920	388524	2
ENSG00000290292	57594	9
